"type","request_number","date","year","month","block","description","lon","lat"
"Vicious Animal","11-04166217","Nov 24, 2011",2011,11,"1400 W BELLE PLAINE AVE, Chicago, Illinois","Other - SMALL COYOTE - ON STREET",-87.664532,41.956372
"Vicious Animal","11-04166228","Nov 24, 2011",2011,11,"5400 N MENARD AVE, Chicago, Illinois","Other - SMALL COYOTE - NEAR GLADSTONE PARK ON THE STREET",-87.7732524,41.9783345
"Vicious Animal","11-04166859","Nov 25, 2011",2011,11,"6900 W ADDISON ST, Chicago, Illinois","Other - SMALL COYOTE - ON SAYRE STREETSIDE BY SHABBONA PARK",-87.7984151,41.9454322
"Vicious Animal","11-04168134","Nov 25, 2011",2011,11,"4300 N LAVERGNE AVE, Chicago, Illinois","HEADING SOUTH ON LAVERGNE - COYOTE - Other",-87.7519151,41.9597528
"Vicious Animal","11-04168246","Nov 25, 2011",2011,11,"5000 W DAKIN ST, Chicago, Illinois","Other - coyote - street",-87.7523534,41.9526348
"Vicious Animal","11-04168353","Nov 25, 2011",2011,11,"2100 N CENTRAL AVE, Chicago, Illinois","2 coyotes - westbound",-87.7661196,41.9186132
"Vicious Animal","11-04168369","Nov 25, 2011",2011,11,"2100 N AUSTIN AVE, Chicago, Illinois","Other - Coyote roaming around...",-87.775856,41.91802
"Vicious Animal","11-04168466","Nov 25, 2011",2011,11,"6400 W IRVING PARK RD, Chicago, Illinois","Other - 3 coyotes - street near cemetry",-87.7868832,41.9529385
"Vicious Animal","11-04169895","Nov 25, 2011",2011,11,"6300 S DORCHESTER AVE, Chicago, Illinois","Other - coyote - metera tracks ares",-87.5915096,41.7805546
"Vicious Animal","11-04170091","Nov 25, 2011",2011,11,"5200 W CHICAGO AVE, Chicago, Illinois","Other - either it was a wolf or coyote. - in area of chicago & laramie",-87.7558353,41.8952034
"Vicious Animal","11-04170514","Nov 26, 2011",2011,11,"4600 N HAMILTON AVE, Chicago, Illinois","Other - coyote - running right thru this intersection",-87.6823139,41.9650427
"Vicious Animal","11-04171295","Nov 26, 2011",2011,11,"1600 N LAKE SHORE DR, Chicago, Illinois","Other - coyote - between fullerton and north ave along the beach front",-87.624879,41.9140678
"Vicious Animal","11-04171741","Nov 27, 2011",2011,11,"5500 S COTTAGE GROVE AVE, Chicago, Illinois","Other - coyote - washington park area  -  chasing geese",-87.6052058,41.7957645
"Vicious Animal","11-04171754","Nov 27, 2011",2011,11,"7800 S CRANDON AVE, Chicago, Illinois","Other - COYOTE - STREET TOWARDS 77TH ST",-87.5689951,41.7533439
"Vicious Animal","11-04171806","Nov 27, 2011",2011,11,"5500 S DR MARTIN LUTHER KING JR DR, Chicago, Illinois","Other - coyote - wandering washington park, near 55th and king",-87.6159956,41.7946636
"Vicious Animal","11-04171967","Nov 27, 2011",2011,11,"3200 W DEVON AVE, Chicago, Illinois","Other - COYOTE - STREET ON KEDZIE BETWEEN DEVON AND PRATT",-87.709541,41.997611
"Vicious Animal","11-04172591","Nov 27, 2011",2011,11,"1200 N CLYBOURN AVE, Chicago, Illinois","Other - COYOTES - NESTING IN SEWARD PARK",-87.6403805,41.9038881
"Vicious Animal","11-04172592","Nov 27, 2011",2011,11,"300 W EVERGREEN AVE, Chicago, Illinois","Other - COYOTES - SIDEWALKS",-87.6367747,41.9069059
"Vicious Animal","11-04178159","Nov 28, 2011",2011,11,"1700 W BERTEAU AVE, Chicago, Illinois","Other - coyote - street",-87.6707239,41.9579197
"Vicious Animal","11-04178226","Nov 28, 2011",2011,11,"4400 N MALDEN ST, Chicago, Illinois","coyote - alley - Other going east on sunnyside towards truman college",-87.662744,41.961844
"Vicious Animal","11-04178254","Nov 28, 2011",2011,11,"7500 S SOUTH SHORE DR, Chicago, Illinois","Other - coyote - rainbow beach park",-87.5573707,41.7601405
"Vicious Animal","11-04185427","Nov 29, 2011",2011,11,"2600 N KENTON AVE, Chicago, Illinois","Other - coyote - by the viaduct",-87.7419776,41.9280364
"Vicious Animal","11-04185491","Nov 29, 2011",2011,11,"7900 S SOUTH SHORE DR, Chicago, Illinois","COYOTE CHASING ON BEACH - Other",-87.5484316,41.7516455
"Vicious Animal","11-04186649","Nov 30, 2011",2011,11,"3600 N NARRAGANSETT AVE, Chicago, Illinois","Other - 3 coyote - inside the cemetery - inside the cemetery",-87.7864081,41.9461361
"Vicious Animal","11-04186900","Nov 30, 2011",2011,11,"3600 N RECREATION DR, Chicago, Illinois","Other - COYOTE - BELMONT HARBOR PLAYGROUND AREA",-87.6411118,41.9518616
"Vicious Animal","11-04189514","Nov 30, 2011",2011,11,"4500 N MARINE DR, Chicago, Illinois","lakefront side by the bike path - Other - coyote - lake front park",-87.6480014,41.9636385
"Vicious Animal","11-04191610","Nov 30, 2011",2011,11,"4200 N CALIFORNIA AVE, Chicago, Illinois","horner park at baseball fields - headed west to river - Other - coyote - roaming in park",-87.6986512,41.9577724
"Vicious Animal","11-04204891","Dec 03, 2011",2011,12,"4100 N GREENVIEW AVE, Chicago, Illinois","Other - coyote - street",-87.6679957,41.9563428
"Vicious Animal","11-04204893","Dec 03, 2011",2011,12,"4200 N GREENVIEW AVE, Chicago, Illinois","Other - coyotee - Hutchinson and Greenview",-87.668015,41.9581433
"Vicious Animal","11-04206478","Dec 04, 2011",2011,12,"900 S LAWNDALE AVE, Chicago, Illinois","Other - COYOTE OR WOLF - BY THE TRACKS BEHIND THIS ADDRESS",-87.7179629,41.8699068
"Vicious Animal","11-04208962","Dec 05, 2011",2011,12,"3800 S LAKE PARK AVE, Chicago, Illinois","Other - COYOTE - AROUND THE RAILROAD TRACKS",-87.605426,41.826707
"Vicious Animal","11-04213082","Dec 06, 2011",2011,12,"6400 W IRVING PARK RD, Chicago, Illinois","Other - large brown coyote - running loose in the area",-87.7868832,41.9529385
"Vicious Animal","11-04213204","Dec 06, 2011",2011,12,"1900 N CLARK ST, Chicago, Illinois","Attacking - 3 coyotes tried to attack caller walking her dog - ",-87.6353053,41.9167638
"Vicious Animal","11-04213405","Dec 06, 2011",2011,12,"600 W NORTH AVE, Chicago, Illinois","Other - COYOTE - VACANT LOT AT NORTH AVE AND VINE",-87.6436776,41.9112287
"Vicious Animal","11-04213564","Dec 06, 2011",2011,12,"1600 N ORCHARD ST, Chicago, Illinois","Other - coyote - street",-87.6462025,41.9112262
"Vicious Animal","11-04215100","Dec 06, 2011",2011,12,"1600 N VINE ST, Chicago, Illinois","COYOTE RUNNING AROUND HER PROPERTY",-87.6446461,41.9112704
"Vicious Animal","11-04215585","Dec 06, 2011",2011,12,"1800 N CANNON DR, Chicago, Illinois","3 coyotes - lincoln park zoo area",-87.6369996,41.9309531
"Vicious Animal","11-04215614","Dec 06, 2011",2011,12,"200 W FULLERTON PKWY, Chicago, Illinois","Other - 3 COYOTES - AREA OF STOCKTON AND FULLERTON BY THE ZOO",-87.634466,41.9256972
"Vicious Animal","11-04217875","Dec 06, 2011",2011,12,"1600 N VINE ST, Chicago, Illinois","Other - COYOTE - APARTMENT COMPLEX AREA",-87.6446461,41.9112704
"Vicious Animal","11-04218265","Dec 06, 2011",2011,12,"1600 N VINE ST, Chicago, Illinois","Other - coyote - under porch",-87.6446461,41.9112704
"Vicious Animal","11-04219437","Dec 06, 2011",2011,12,"1600 N ORCHARD ST, Chicago, Illinois","Other - coyote - parking lot",-87.6462025,41.9112262
"Vicious Animal","11-04219638","Dec 07, 2011",2011,12,"5900 N KENMORE AVE, Chicago, Illinois","Other - baby size coyote: brownish. running across kenmore avenue towards sheridan (east bound) - baby size coyote: brownish. - running across kenmore avenue, east, towards sheridan avenue",-87.6573501,41.9893711
"Vicious Animal","11-04220153","Dec 07, 2011",2011,12,"5500 S DR MARTIN LUTHER KING JR DR, Chicago, Illinois","Other - 2 coyote - in the lagoon behind Washington Park",-87.6159956,41.7946636
"Vicious Animal","11-04222130","Dec 07, 2011",2011,12,"1600 N VINE ST, Chicago, Illinois","Attacking - LARGE SIZE COYOTE INSIDE THE GATE OF THIS HIGH RISE COMPLEX.. THE CHILDREN ARE JUMPING ON TOP OF THE CARS.. - ENTRANCE GATE ON THE VINE SIDE..",-87.6446461,41.9112704
"Vicious Animal","11-04223154","Dec 07, 2011",2011,12,"3900 N NORMANDY AVE, Chicago, Illinois","2 COYOTES RUNNING TOGETHER  CALLER LIVE BY OARK PARK THEY WAS GOING ONTO IRVING PARK  ACROSS THE STREE GOING  TOWARDS THE HOSPITAL",-87.7940666,41.9505019
"Vicious Animal","11-04225502","Dec 08, 2011",2011,12,"1200 W DIVISION ST, Chicago, Illinois","Other - 5 coyotes large brown - on peoples gas property at address listed",-87.6678565,41.9035858
"Vicious Animal","11-04225567","Dec 08, 2011",2011,12,"3400 N RAVENSWOOD AVE, Chicago, Illinois","Other - SMALL GRAY COYOTE - ON STREET",-87.6739068,41.9432716
"Vicious Animal","11-04229867","Dec 08, 2011",2011,12,"2200 N CANNON DR, Chicago, Illinois","Other - PACK OF COYOTES - COYOTES ARE RESIDING ON THE OTHER SIDE OF ZOO-WHERE FENCE IS OF ZOO-NEAR WOODED AREA-PACK OF THEM-THEY ARE SEEN IN A REGULAR BASIS",-87.6354324,41.9188177
"Vicious Animal","11-04230538","Dec 08, 2011",2011,12,"3100 E 77TH ST, Chicago, Illinois","Other - COYOTE - RAINBOW PARK KIDS ARE INSIDE OF THE FIELDHOUSE",-87.55268,41.7575746
"Vicious Animal","11-04230622","Dec 08, 2011",2011,12,"1400 N CLYBOURN AVE, Chicago, Illinois","Other - coyote - in field northeast corner",-87.6439677,41.9066346
"Vicious Animal","11-04230667","Dec 08, 2011",2011,12,"1400 N CLYBOURN AVE, Chicago, Illinois","Other - 2 COYOTE - IN VACANT LOT",-87.6439677,41.9066346
"Vicious Animal","11-04230688","Dec 08, 2011",2011,12,"3100 E 77TH ST, Chicago, Illinois","Other - coyotes - roaming area near rainbow beach park -per cllr svl calls/rpts - not safe for children/families",-87.55268,41.7575746
"Vicious Animal","11-04230726","Dec 08, 2011",2011,12,"1200 N CLYBOURN AVE, Chicago, Illinois","Lunging - 3 LARGE, BRN., COYOTES - CALLER SAID THAT THE 3 COYOTES CHARGED A NEIGHBORHOOD",-87.6403805,41.9038881
"Vicious Animal","11-04230736","Dec 08, 2011",2011,12,"1200 N CLYBOURN AVE, Chicago, Illinois","2 coyotes charged at 2 women.  caller states coyotes normally stay away. - Lunging",-87.6403805,41.9038881
"Vicious Animal","11-04230863","Dec 08, 2011",2011,12,"500 W DIVISION ST, Chicago, Illinois","Other - coyote - behind fire house in vacant lot  chasing a women that ran into fire house",-87.6413328,41.9039572
"Vicious Animal","11-04230985","Dec 08, 2011",2011,12,"800 N HUDSON AVE, Chicago, Illinois","3 coyotes, CPD Beat 4575 on scene - Other - coyote - Chicago farm",-87.6398885,41.8965452
"Vicious Animal","11-04231053","Dec 09, 2011",2011,12,"2600 W ADDISON ST, Chicago, Illinois","Other - coyote' - near the stadium of Lane Tec h",-87.693568,41.9470529
"Vicious Animal","11-04231126","Dec 09, 2011",2011,12,"4900 W KINZIE ST, Chicago, Illinois","Other - coyote - on the railroad tracks",-87.748168,41.888078
"Vicious Animal","11-04231264","Dec 09, 2011",2011,12,"2200 N CANNON DR, Chicago, Illinois","Other - COYOTE - NE SIDE OF LINCOLN PARK  ZOO",-87.6354324,41.9188177
"Vicious Animal","11-04232272","Dec 09, 2011",2011,12,"5800 N HARLEM AVE, Chicago, Illinois","Other - COYOTE - NOW ROAMING THE AREA",-87.806885,41.9858448
"Vicious Animal","11-04232506","Dec 09, 2011",2011,12,"5800 N HARLEM AVE, Chicago, Illinois","Other - Coyote - large area behind Monastery - just south of Immaculate Conception School",-87.806885,41.9858448
"Vicious Animal","11-04232650","Dec 09, 2011",2011,12,"5800 N WEST CIRCLE AVE, Chicago, Illinois","Other - COYOTE - ON THE SIDEWALK",-87.8053823,41.9865219
"Vicious Animal","11-04234415","Dec 09, 2011",2011,12,"1000 N CAMBRIDGE AVE, Chicago, Illinois","Other - 5 coyotes - construction area - 2 to 4 in the morning",-87.6419189,41.9004086
"Vicious Animal","11-04235450","Dec 09, 2011",2011,12,"6400 W ADDISON ST, Chicago, Illinois","4 COYOTES INSIDE THE CEMETARY",-87.7863069,41.9456757
"Vicious Animal","11-04235876","Dec 09, 2011",2011,12,"3300 S GILES AVE, Chicago, Illinois","Other - coyote - roaming around pershing west school",-87.6197501,41.834554
"Vicious Animal","11-04235896","Dec 09, 2011",2011,12,"1600 S PRAIRIE AVE, Chicago, Illinois","Other - 2 COYOTES SEEN ON THE TRACKS NEAR HERE.-PER CALLER.",-87.6210282,41.8598079
"Vicious Animal","11-04236022","Dec 10, 2011",2011,12,"10100 S CALUMET AVE, Chicago, Illinois","Other - large brown coyote - running loose in the area",-87.6153789,41.710813
"Vicious Animal","11-04236098","Dec 10, 2011",2011,12,"700 W DIVISION ST, Chicago, Illinois","Other - COYOTE - RUNNING NORTH ON EVERGREEN",-87.6461316,41.9039109
"Vicious Animal","11-04236289","Dec 10, 2011",2011,12,"2900 W AUGUSTA BLVD, Chicago, Illinois","traveling east on augusta - Other - coyote - street",-87.6992634,41.8992579
"Vicious Animal","11-04237199","Dec 10, 2011",2011,12,"3100 E 79TH ST, Chicago, Illinois","Other - CALLER STATES SHE SIGHTED A  COYOTE OVER AT RAINBOW BEACH..",-87.5489869,41.7521423
"Vicious Animal","11-04237245","Dec 10, 2011",2011,12,"7900 S BRANDON AVE, Chicago, Illinois","Other - COYOTE - IN THE RAINBOW BEACH PARK",-87.5469263,41.7515381
"Vicious Animal","11-04237300","Dec 10, 2011",2011,12,"1700 W BERTEAU AVE, Chicago, Illinois","Other - COYOTE - WALKING DOWN THE STREET",-87.6707239,41.9579197
"Vicious Animal","11-04237307","Dec 10, 2011",2011,12,"4000 N ASHLAND AVE, Chicago, Illinois","Other - COYOTE SIGHTED IN THE AREA ROAMING.",-87.6689039,41.9547539
"Vicious Animal","11-04237336","Dec 10, 2011",2011,12,"1600 N THROOP ST, Chicago, Illinois","Other - large brown coyote - in back yard of fleet management facility",-87.6603764,41.9107489
"Vicious Animal","11-04237376","Dec 10, 2011",2011,12,"1500 W ADDISON ST, Chicago, Illinois","Other - coyote - in grassy area of block",-87.6664415,41.947021
"Vicious Animal","11-04237423","Dec 11, 2011",2011,12,"1500 S AVERS AVE, Chicago, Illinois","Other - coyote - in alley",-87.7217013,41.8605595
"Vicious Animal","11-04237491","Dec 11, 2011",2011,12,"6800 W FOREST PRESERVE AVE, Chicago, Illinois","Other - coyote - going toward Irving  Park",-87.7977256,41.9584938
"Vicious Animal","11-04237771","Dec 11, 2011",2011,12,"5500 S UNIVERSITY AVE, Chicago, Illinois","Other - coyote - backyard under a pine tree",-87.5983715,41.7946083
"Vicious Animal","11-04237968","Dec 11, 2011",2011,12,"1600 N CLYBOURN AVE, Chicago, Illinois","Other - COYOTEE - STREET  - CALLER DID NOT SEE ONE NOW - STATES IN THE AREA AROUND 5 TO 6 AM",-87.6495132,41.9109176
"Vicious Animal","11-04238212","Dec 11, 2011",2011,12,"1300 N SANDBURG TER, Chicago, Illinois","Other - COYOTE - IN THE COURTYARD OF THIS ADDRESS",-87.6322147,41.9097937
"Vicious Animal","11-04238442","Dec 11, 2011",2011,12,"1400 N CLYBOURN AVE, Chicago, Illinois","Other - 2 SMALL COYOTES - ON SIDEWALK BY M.B. CHURCH",-87.6439677,41.9066346
"Vicious Animal","11-04238448","Dec 11, 2011",2011,12,"900 S MONITOR AVE, Chicago, Illinois","Other - 2 COYOTES - IN THE BUSHES BY THE RAILROAD TRACKS",-87.7708947,41.8699991
"Vicious Animal","11-04238459","Dec 12, 2011",2011,12,"1500 N CLYBOURN AVE, Chicago, Illinois","Other - SMALL COYOTE SEC. GUARD FOR BLDG. SPRAYED HIM WITH MASE - IN BLDG. PARKING LOT",-87.6462027,41.9083122
"Vicious Animal","11-04238477","Dec 12, 2011",2011,12,"6700 W DAKIN ST, Chicago, Illinois","Other - coyote =-- - street",-87.7937868,41.9515792
"Vicious Animal","11-04238510","Dec 12, 2011",2011,12,"4300 N MARINE DR, Chicago, Illinois","Other - 2 COYOTES - RUNNING INTO MONTROSE PARK",-87.6473556,41.9612819
"Vicious Animal","11-04238530","Dec 12, 2011",2011,12,"6300 W CUYLER AVE, Chicago, Illinois","Other - coyote - street",-87.7841661,41.953865
"Vicious Animal","11-04241169","Dec 12, 2011",2011,12,"1400 S WOOD ST, Chicago, Illinois","COYOTE IN THE AREA - STREET",-87.6724909,41.862189
"Vicious Animal","11-04242110","Dec 12, 2011",2011,12,"13000 S IB BISHOP FORD EXPY, Chicago, Illinois","Other - COYOTE - WB AT 130TH",-87.6019391,41.6843488
"Vicious Animal","11-04242566","Dec 12, 2011",2011,12,"3100 N CLARK ST, Chicago, Illinois","Other - coyotes - 2 coyotes sleeping in vacant lot",-87.6494554,41.9387821
"Vicious Animal","11-04242867","Dec 12, 2011",2011,12,"900 N KINGSBURY ST, Chicago, Illinois","Other - COYOTES - ROAMING STREET  (CALLER WALKING DOG STATE COYOTE CHARGED AFTER HER",-87.6447015,41.8988315
"Vicious Animal","11-04244938","Dec 13, 2011",2011,12,"6100 N FRANCISCO AVE, Chicago, Illinois","Other - COYOTE - ALLEY",-87.7018893,41.9921856
"Vicious Animal","11-04245756","Dec 13, 2011",2011,12,"3400 S GILES AVE, Chicago, Illinois","phillips hs..39th prairie... in the rear in the park -  coyote - Other - coyote - in the park of the h.s . phillips h.s. -- police on the scene - in the park of the h.s",-87.6196288,41.8328287
"Vicious Animal","11-04245848","Dec 13, 2011",2011,12,"3700 S GILES AVE, Chicago, Illinois","Other - COYOTE - IN THE KIDS PLAYLOT AT SCHOOL , CALL WAS TRANSFERED TO 911",-87.6192437,41.8274331
"Vicious Animal","11-04248868","Dec 13, 2011",2011,12,"1400 N CLYBOURN AVE, Chicago, Illinois","coyote - area",-87.6439677,41.9066346
"Vicious Animal","11-04249855","Dec 13, 2011",2011,12,"3700 S INDIANA AVE, Chicago, Illinois","Other - ACCORDING TO CALLER A COYOTE WAS CHASING HER KIDS...",-87.6218886,41.8272558
"Vicious Animal","11-04250762","Dec 13, 2011",2011,12,"6400 W IRVING PARK RD, Chicago, Illinois","Other - 2 large coyotes - roaming in cemetary",-87.7868832,41.9529385
"Vicious Animal","11-04250929","Dec 14, 2011",2011,12,"1100 N CROSBY ST, Chicago, Illinois","Other - coyote - spotted in the area  ,.",-87.6447928,41.9014263
"Vicious Animal","11-04252563","Dec 14, 2011",2011,12,"900 S INDEPENDENCE BLVD, Chicago, Illinois","Other - coyote - on the railroad tracks",-87.720253,41.8698854
"Vicious Animal","11-04252771","Dec 14, 2011",2011,12,"4600 N SHERIDAN RD, Chicago, Illinois","2 COYOTES  AT THE CEMENTARY",-87.655205,41.96581
"Vicious Animal","11-04254222","Dec 14, 2011",2011,12,"1600 N CLYBOURN AVE, Chicago, Illinois","Other - 2 - Coyotes - inside vacant development area at this location",-87.6495132,41.9109176
"Vicious Animal","11-04256670","Dec 14, 2011",2011,12,"3100 S CALUMET AVE, Chicago, Illinois","Other - 2 large brown/gray coyotes - running loose in the area",-87.6179219,41.838045
"Vicious Animal","11-04256689","Dec 14, 2011",2011,12,"5600 S ARCHER AVE, Chicago, Illinois","Other - COYOTE - BY THE TRACKS",-87.7505883,41.7978492
"Vicious Animal","11-04256805","Dec 15, 2011",2011,12,"1700 N CLARK ST, Chicago, Illinois","Other - 2 COYOTES - STREET",-87.6328603,41.9131768
"Vicious Animal","11-04256807","Dec 15, 2011",2011,12,"5000 S WOODLAWN AVE, Chicago, Illinois","Other - coyote - sitting at the  corner of 50th and woodlawn   next to garbage cans  ..",-87.5970934,41.8040372
"Vicious Animal","11-04261794","Dec 15, 2011",2011,12,"1400 N CLYBOURN AVE, Chicago, Illinois","Other - coyote - on chicago quest school grounds chasing kids today at 6:00pm",-87.6439677,41.9066346
"Vicious Animal","11-04262158","Dec 16, 2011",2011,12,"4000 N ASHLAND AVE, Chicago, Illinois","Other - coyote - by school",-87.6689039,41.9547539
"Vicious Animal","11-04263535","Dec 16, 2011",2011,12,"1300 W BYRON ST, Chicago, Illinois","Other - LARGE SIZE COYOTE..ROAMING THE STREET.. - HUNTING AROUND FOR FOOD..",-87.661929,41.9527913
"Vicious Animal","11-04266443","Dec 16, 2011",2011,12,"500 W IRVING PARK DR, Chicago, Illinois","Other - coyote - by the golf course",-87.6453818,41.9546228
"Vicious Animal","11-04266460","Dec 16, 2011",2011,12,"4000 E 134TH ST, Chicago, Illinois","3 coyotes - Other - ongoing problem in mobile home community area - seen chasing cats, deer, and other animals in area - Attacking - 3 coyotes - in mobile home community area",-87.5293894,41.6524898
