"type","request_number","date","year","month","block","description","lon","lat"
"Injured Animal","13-00679164","Jun 02, 2013",2013,6,"5100 W CHICAGO AVE, Chicago, Illinois","Other - OPOSSUM - IT'S SICK WON'T MOVE FROM THE DOORWAY.",-87.7533155,41.8952489
"Injured Animal","13-00679823","Jun 02, 2013",2013,6,"3300 N KILPATRICK AVE, Chicago, Illinois","Front yard - opossum - sickly - breathing and moving a little bit - on front porch",-87.7442784,41.9407957
"Injured Animal","13-00696626","Jun 04, 2013",2013,6,"7600 S MAY ST, Chicago, Illinois","Back yard - OPOSSUM - CALLER STATES THAT THE ANIMAL IS IN THE BACK YARD OF THIS VACANT PROPERTY AND IT SEEMS TO BE SICK AND SOME KIDS MAY HAVE HIT IT WITH BRICKS",-87.652979,41.7557965
"Injured Animal","13-00718092","Jun 07, 2013",2013,6,"5100 W WINONA ST, Chicago, Illinois","Back yard - opossum - fur missing, wobbling like its drunk not moving quickly at all",-87.7554593,41.9745123
"Injured Animal","13-00736074","Jun 11, 2013",2013,6,"2700 W BIRCHWOOD AVE, Chicago, Illinois","Back yard - opossum - trapped inside cllrs shed",-87.697431,42.0177781
"Injured Animal","13-00736397","Jun 11, 2013",2013,6,"4000 W JACKSON BLVD, Chicago, Illinois","Front yard - cat - 3 cats bitten by opossum / mother and father and baby",-87.7256878,41.8773011
"Injured Animal","13-00747340","Jun 13, 2013",2013,6,"2300 W GRANVILLE AVE, Chicago, Illinois","Curb line - opossum - leg broken",-87.68767,41.99436
"Injured Animal","13-00749296","Jun 13, 2013",2013,6,"3700 W 110TH ST, Chicago, Illinois","Other - opossum - stuck in window well",-87.713124,41.6932087
"Injured Animal","13-00751225","Jun 13, 2013",2013,6,"8000 S COTTAGE GROVE AVE, Chicago, Illinois","Other - baby opossum in front nfi....",-87.605387,41.7493477
"Injured Animal","13-00762542","Jun 15, 2013",2013,6,"9100 S HARVARD AVE, Chicago, Illinois","Front yard - opossum - dying",-87.630545,41.7281156
"Injured Animal","13-00763376","Jun 16, 2013",2013,6,"9500 S EWING AVE, Chicago, Illinois","Other - baby opossum - on west side of ST George Church building - next to gutter/hole by itself mother has abandon",-87.5366335,41.7227012
"Injured Animal","13-00763846","Jun 16, 2013",2013,6,"5800 N MOBILE AVE, Chicago, Illinois","Parkway - opossum - not movinb - not moving",-87.7854986,41.9866454
"Injured Animal","13-00765083","Jun 17, 2013",2013,6,"2200 E 91ST ST, Chicago, Illinois","Opossum - Street MIDDLE",-87.5706743,41.7298145
"Injured Animal","13-00772775","Jun 17, 2013",2013,6,"400 N LARAMIE AVE, Chicago, Illinois","Alley - 2 baby opossums - newborn and in city black garbage cart",-87.755667,41.8879611
"Injured Animal","13-00785282","Jun 19, 2013",2013,6,"11500 S HALSTED ST, Chicago, Illinois"," eastbound right off 1-57 street can see from Walgreen's parking lot - 1 block of west of south side - Other - opossum - caller is reporting opossum ontop of barbed wire fence at location above - concerned that several male residents are throwing rocks and looks like they are going to hit with belt- not sure what's wrong with animal- requesting ACC to contact her back if more information is needed",-87.6426073,41.6847759
"Injured Animal","13-00785324","Jun 19, 2013",2013,6,"11500 S MORGAN ST, Chicago, Illinois","Other - OPOSSUM - STUCK ON TOP OF GATE",-87.6470169,41.6850232
"Injured Animal","13-00789228","Jun 20, 2013",2013,6,"1500 W CULLOM AVE, Chicago, Illinois","Sidewalk/next to - opossum - sick- not sure what's wrong with it, is walking in circles in front of house for past 1 hour",-87.66768,41.9597837
"Injured Animal","13-00793218","Jun 20, 2013",2013,6,"1800 E 79TH ST, Chicago, Illinois","Alley - 8 baby opossums inside a box",-87.5804797,41.7518563
"Injured Animal","13-00795829","Jun 21, 2013",2013,6,"3300 W 84TH PL, Chicago, Illinois","Front yard - oppossum - unknown",-87.7047336,41.7399592
"Injured Animal","13-00798205","Jun 21, 2013",2013,6,"1800 S BLUE ISLAND AVE, Chicago, Illinois","Jodos Variety - Front yard/front burglar bars - opossum - caller requesting ACC to remove opossum it is under front business burglar bars-is hiding under front business awning- must talk to caller inside business",-87.6616966,41.8577282
"Injured Animal","13-00803185","Jun 22, 2013",2013,6,"4100 N BELL AVE, Chicago, Illinois","opossum - Back yard - dying",-87.685059,41.9560288
"Injured Animal","13-00803283","Jun 22, 2013",2013,6,"8200 S INGLESIDE AVE, Chicago, Illinois","street - opossum - Street - hit by car with babies hanging out",-87.601735,41.745692
"Injured Animal","13-00805045","Jun 23, 2013",2013,6,"10600 S AVENUE J , Chicago, Illinois","Street - opossum - hit by car",-87.5340717,41.702713
"Injured Animal","13-00805661","Jun 23, 2013",2013,6,"5400 S KIMBARK AVE, Chicago, Illinois","Back yard/south side gangway area - opossum - broken back, flies are around it but is still alive, lying towards back of south side gangway at this location",-87.5952799,41.7979039
"Injured Animal","13-00806487","Jun 23, 2013",2013,6,"2400 N LOTUS AVE, Chicago, Illinois","Back yard - opossum - baby opossum's abandoned by mother",-87.7622966,41.92407
"Injured Animal","13-00806982","Jun 24, 2013",2013,6,"10300 S BELL AVE, Chicago, Illinois","Street - opossum - looks very sick",-87.6779928,41.7064263
"Injured Animal","13-00807647","Jun 24, 2013",2013,6,"10300 S BELL AVE, Chicago, Illinois","Street - OPOSSUM - UNKOWN",-87.6779928,41.7064263
"Injured Animal","13-00807900","Jun 24, 2013",2013,6,"10300 S BELL AVE, Chicago, Illinois","Street - opossum - hit by car, 30 ft from intersection",-87.6779928,41.7064263
"Injured Animal","13-00809746","Jun 24, 2013",2013,6,"10300 S BELL AVE, Chicago, Illinois","Street - mother opossum w/babies - hit by auto, in middle of the street",-87.6779928,41.7064263
"Injured Animal","13-00820030","Jun 25, 2013",2013,6,"8100 S HOUSTON AVE, Chicago, Illinois","Street - opossum - the animal is alive but not moving",-87.5506139,41.7481361
"Injured Animal","13-00828884","Jun 26, 2013",2013,6,"4300 S KEDZIE AVE, Chicago, Illinois","Sidewalk - OPOSSUM - OPOSSUM IS BLEEDING AND IN FRONT OF BUSINESS",-87.7047144,41.8152565
"Injured Animal","13-00853406","Jun 29, 2013",2013,6,"3800 S MICHIGAN AVE, Chicago, Illinois","Other - opoosum -  sick- caller state the opossum inside the garbage can in the frontyard",-87.6235613,41.8254637
"Injured Animal","13-00855443","Jun 30, 2013",2013,6,"3200 W 65TH ST, Chicago, Illinois","possum - bleeding from the head on the sidewalk - bleeding from the head - Back yard",-87.7032157,41.7756578
"Injured Animal","13-00863485","Jul 01, 2013",2013,7,"3800 S MICHIGAN AVE, Chicago, Illinois","oppossum - sick- in the alley inside a garbage can behind address - Alley",-87.6235613,41.8254637
"Injured Animal","13-00864646","Jul 01, 2013",2013,7,"7200 S WABASH AVE, Chicago, Illinois","raccoon or oppossum - Other - sitting there on side of bldg. sw corner",-87.6232569,41.7636999
"Injured Animal","13-00881156","Jul 04, 2013",2013,7,"5900 W FILLMORE ST, Chicago, Illinois","oppossum  - injured..inside hallway",-87.7717328,41.867314
"Injured Animal","13-00889316","Jul 06, 2013",2013,7,"5700 W WAVELAND AVE, Chicago, Illinois","Home IN A BOX - BABY OPOSSUM - UNKOWN",-87.769434,41.9478591
"Injured Animal","13-00908819","Jul 09, 2013",2013,7,"300 N PARKSIDE AVE, Chicago, Illinois","Back yard - OPOSSUM - LEG BROKEN OR DOG BITE",-87.7667026,41.8856906
"Injured Animal","13-00916458","Jul 10, 2013",2013,7,"1600 W 71ST ST, Chicago, Illinois","Home - OPOSSUM - SEVERAL NEW BORN OPOSSUMS",-87.6638595,41.7649048
"Injured Animal","13-00934258","Jul 13, 2013",2013,7,"4500 W FOSTER AVE, Chicago, Illinois","Home - injured oppossum on rear porch - injured oppossum",-87.740685,41.9754075
"Injured Animal","13-00935082","Jul 13, 2013",2013,7,"6700 S CORNELL AVE, Chicago, Illinois","Alley - opossum - stuck in chain link fence",-87.5850725,41.7733543
"Injured Animal","13-00936432","Jul 14, 2013",2013,7,"6200 S ST LOUIS AVE, Chicago, Illinois","Other/oposum is stuck in a hole by the gutter/in a parking lot church (his word to all nations) - opossum - stuck in hole",-87.7104773,41.7806812
"Injured Animal","13-00943597","Jul 15, 2013",2013,7,"3100 N DRAKE AVE, Chicago, Illinois","Back yard - opossum - lying in same spot since early morning / growled at neighbor - N/A - ",-87.7164286,41.9375251
"Injured Animal","13-00943666","Jul 15, 2013",2013,7,"3200 N DRAKE AVE, Chicago, Illinois","Back yard - opossum - in same spot svl hours can only lift its head /appears to be dying - N/A",-87.7161827,41.9392254
"Injured Animal","13-00958229","Jul 16, 2013",2013,7,"4900 N HERMITAGE AVE, Chicago, Illinois","***mOTHER OPOSSUM HAVING BABY OPPOSSUMS IN MIDDLE OF ROAD-BT 2031 STANDING BY - Street",-87.6731269,41.971974
"Injured Animal","13-00958369","Jul 16, 2013",2013,7,"4900 N HERMITAGE AVE, Chicago, Illinois","Street - baby opossum - mother and babies hit by car one baby is still alive",-87.6731269,41.971974
"Injured Animal","13-00976276","Jul 18, 2013",2013,7,"0 E 83RD ST, Chicago, Illinois","Other- BEHIND A MINI MALL - OPOSSUM - UNKOWN",-87.5517512,41.7448659
"Injured Animal","13-00980901","Jul 18, 2013",2013,7,"4600 N DOVER ST, Chicago, Illinois","Back yard - BABY OPOSSUM - LOOKS VERY SICK / BARELY MOVING HAS MAGGOTS ON IT - N/A - ",-87.66573,41.965455
"Injured Animal","13-00986244","Jul 19, 2013",2013,7,"1400 W THOME AVE, Chicago, Illinois","Back yard - opossum - new borns",-87.6657541,41.9954531
"Injured Animal","13-00990820","Jul 20, 2013",2013,7,"10500 S PRAIRIE AVE, Chicago, Illinois","OPOSSUM - Back yard - DECESED OPOSSUM YET BABIES ARE INSIDE",-87.6175773,41.7034689
"Injured Animal","13-00992700","Jul 21, 2013",2013,7,"4800 S LEAMINGTON AVE, Chicago, Illinois","Curb line - opossum - unknown",-87.7516721,41.8056629
"Injured Animal","13-01006967","Jul 23, 2013",2013,7,"1400 N HAMLIN AVE, Chicago, Illinois","Home - on the front porch - newborn baby opossum",-87.7216944,41.9064248
"Injured Animal","13-01009569","Jul 23, 2013",2013,7,"1400 N HAMLIN AVE, Chicago, Illinois","Home - 2 baby opossums - inside a bucket",-87.7216944,41.9064248
"Injured Animal","13-01013265","Jul 24, 2013",2013,7,"5100 W IRVING PARK RD, Chicago, Illinois","opossum - dying on caller's porch - Back yard - dying on caller's 3rd floor deck.",-87.7549205,41.9535076
"Injured Animal","13-01020863","Jul 25, 2013",2013,7,"5100 W IRVING PARK RD, Chicago, Illinois"," - Opossum - Back Yard - ",-87.7549205,41.9535076
"Injured Animal","13-01030037","Jul 26, 2013",2013,7,"7700 S EVANS AVE, Chicago, Illinois","Street - LIVE NEWBORN OPOSSUMS - PREGNANT MOTHER KILLED BY CAR, BABIES ON THE STREET",-87.6065401,41.7548846
"Injured Animal","13-01031670","Jul 26, 2013",2013,7,"5300 N BROADWAY , Chicago, Illinois","FRONT DR OF PLACE OF BUSINES - Sidewalk -  - OPOSSUM AT FRONT DR OF PLACE OF BUSINESS-INJURED - OPOSSUM",-87.6603273,41.9783339
"Injured Animal","13-01032924","Jul 26, 2013",2013,7,"7700 S EVANS AVE, Chicago, Illinois","Street - newborn opossums 2 in middle of street - 2 opossums babies in street mother was run over and picked up",-87.6065401,41.7548846
"Injured Animal","13-01033905","Jul 26, 2013",2013,7,"7700 S EVANS AVE, Chicago, Illinois","Other - 2 baby opossum - newborn opossum - mother was run over and has been rmvd - N/A - HAS BEEN MOVED FROM STREET NOW IN A BOX ON CLLRS PORCH",-87.6065401,41.7548846
"Injured Animal","13-01035206","Jul 27, 2013",2013,7,"5200 S MICHIGAN AVE, Chicago, Illinois","Back yard  BY BASEMENT STAIRS- BABY OPOSSUM - UNKOWN- PLEASE CALL FOR YARD ACCESS",-87.6225985,41.7995417
"Injured Animal","13-01035327","Jul 27, 2013",2013,7,"9400 S VANDERPOEL AVE, Chicago, Illinois","Parkway - opossum - hit by a vehicle and still alive - now inside a box",-87.6663156,41.7229764
"Injured Animal","13-01035600","Jul 27, 2013",2013,7,"9400 S VANDERPOEL AVE, Chicago, Illinois","Front yard - opossum - hit by a car",-87.6663156,41.7229764
"Injured Animal","13-01040826","Jul 29, 2013",2013,7,"7100 S CHAMPLAIN AVE, Chicago, Illinois","opossum - opossum was hit by a car and there are live babies wiggling out of the stomach of the opossum - Parkway",-87.6092257,41.7657927
"Injured Animal","13-01058234","Jul 31, 2013",2013,7,"8800 S CLYDE AVE, Chicago, Illinois","Street - opossum babies - mother was killed by car, babies are alive and all around the mother in the middle of the street.",-87.5738402,41.7351601
"Injured Animal","13-01058349","Jul 31, 2013",2013,7,"8900 S CHAPPEL AVE, Chicago, Illinois","Opossum - Street-BUT HAS LIVE BABIES NEXT TO IT, ANIMAL CONTROL HAS BEEN CONTACTED.",-87.5747088,41.7332931
"Injured Animal","13-01060466","Jul 31, 2013",2013,7,"2000 W FARWELL AVE, Chicago, Illinois","OPOSSUM AND TWO BABIES - Back yard - HIT BY CAR TWO BABIES WERE HIT TWO MORE ALIVE ...CALLER HAS MOTHER AND BABIES IN A BOX",-87.6810351,42.0065783
"Injured Animal","13-01066052","Aug 01, 2013",2013,8,"2000 W FARWELL AVE, Chicago, Illinois","Back yard - MOTHER OPOSSUM AND 2 BABIES - BABIES WERE HIT BY A CAR - RING DOORBELL LABELED . IF NO ONE ANSWER PLEASE GO NEXT DOOR TO  AND WILL LET YOU ON THE PROPERTY AT . THIS IS A REVISION OF THE PREVIOUS REPORT. NEW PHONE NUMBER.",-87.6810351,42.0065783
"Injured Animal","13-01089722","Aug 05, 2013",2013,8,"10400 S AVENUE G , Chicago, Illinois","Back yard - opossum - inside bucket // blood inside bucket // call before coming out",-87.5320193,41.7062452
"Injured Animal","13-01094697","Aug 05, 2013",2013,8,"8100 S ESCANABA AVE, Chicago, Illinois","Street - opossum - hit by car , big cut on back and a leg is missing",-87.5543216,41.7480983
"Injured Animal","13-01118445","Aug 08, 2013",2013,8,"4800 S DR MARTIN LUTHER KING JR DR, Chicago, Illinois","Front yard - oppossum - throwing up in a corner curled up on the patio",-87.6170779,41.8074051
"Injured Animal","13-01119221","Aug 09, 2013",2013,8,"4800 S DR MARTIN LUTHER KING JR DR, Chicago, Illinois","Front yard - opossum - senior still waiting for ACC response, caller uses this area for entertaining during tomorrow's parade.",-87.6170779,41.8074051
"Injured Animal","13-01122644","Aug 09, 2013",2013,8,"5200 N LARNED AVE, Chicago, Illinois","Opossum - Front city sidewalk",-87.7592562,41.9767439
"Injured Animal","13-01128402","Aug 11, 2013",2013,8,"5400 W ADDISON ST, Chicago, Illinois","Curb line - opossum - injured on the leg",-87.7620961,41.9461566
"Injured Animal","13-01130315","Aug 12, 2013",2013,8,"1900 S HOMAN AVE, Chicago, Illinois","Back yard - BABY OPOSSUM - STUCK IN FENCE - GATE IS LOCKED PLEASE CONTACT CALLER AND SHE WILL LET A.C.C. IN",-87.710522,41.85524
"Injured Animal","13-01134959","Aug 12, 2013",2013,8,"7500 S MAY ST, Chicago, Illinois","Other - RACCOON OR OPOSSUM - DELIVERING BABIES BETWEEN LIQUOR STORE AND CLOSE BUSINESS AT  -",-87.6530071,41.7574943
"Injured Animal","13-01148002","Aug 13, 2013",2013,8,"700 E 45TH ST, Chicago, Illinois","Back yard - not sure-- possible oppossum - unknown - unknown---concerned about children",-87.6088053,41.813501
"Injured Animal","13-01149250","Aug 14, 2013",2013,8,"1100 W 76TH ST, Chicago, Illinois","Other - opossum inside of gate",-87.6514615,41.7559955
"Injured Animal","13-01155602","Aug 14, 2013",2013,8,"4800 S DR MARTIN LUTHER KING JR DR, Chicago, Illinois","OPOSSUM - Front yard - OPOSSUM HAS FALLING INSIDE THE WELL IN THE FRONTYARD AND CAN'T GET OUT..",-87.6170779,41.8074051
"Injured Animal","13-01168040","Aug 16, 2013",2013,8,"7100 N ORIOLE AVE, Chicago, Illinois","opossum babies laying in yard mother opssum doa and removed by streets/sans - baby opossums mother opossum is doa",-87.8167275,42.0097574
"Injured Animal","13-01172548","Aug 17, 2013",2013,8,"7100 N ORIOLE AVE, Chicago, Illinois","1 BABY OPOSSUM - Back yard INSIDE A BOX - NEW BORN...CALLER STATES ACC JUST LEFT AND HE HAS NOW FOUND THE OPOSSUM",-87.8167275,42.0097574
