Type,Service Request No,Created Date,Created Year,Created Month,Block Address,Description
Injured Animal,13-01487938,"Oct 06, 2013",2013,10,2800 N CAMBRIDGE AVE,RACCOON - RACCOON BARLEY RESPONDING AND BARELY BREATHING - Sidewalk
Injured Animal,13-01487962,"Oct 06, 2013",2013,10,2800 N CAMBRIDGE AVE,Sidewalk - RACCOON - DYING HAS BEEN POISIONED
Injured Animal,13-01501922,"Oct 08, 2013",2013,10,11200 S AVENUE L ,"Parkway - Front yard  BY TREE - RACCOON - SICK, SCRATCHES ON HAND  AND KEEPS FALLING DOWN CALLER THINKS HE MIGHT BE DYING."
Injured Animal,13-01504585,"Oct 08, 2013",2013,10,5100 N LONG AVE,Home - raccoon - stuck in the top of over hang back porch
Injured Animal,13-01505347,"Oct 08, 2013",2013,10,12000 S STEWART AVE,Back yard - RACCOON - ANIMAL WON'T MOVE
Injured Animal,13-01520150,"Oct 10, 2013",2013,10,7900 S ABERDEEN ST,Other - raccoon - dying lying near back door - per cllr 3rd rpt - N/A
Injured Animal,13-01520220,"Oct 10, 2013",2013,10,8400 S CREGIER AVE,raccoon - sick - Sidewalk
Injured Animal,13-01532602,"Oct 14, 2013",2013,10,5100 W FULTON ST,Back yard - raccoon - curled up -- hardly moving .. sick or dying ..
Injured Animal,13-01536718,"Oct 15, 2013",2013,10,2000 W 68TH PL,Other - RACCOON - IN THE CALLERS POOL // CALL BEFORE COMING OUT
Injured Animal,13-01538939,"Oct 15, 2013",2013,10,4500 N MAPLEWOOD AVE,Sick/injured raccoon under porch - Front yard - Raccoon
Injured Animal,13-01548052,"Oct 16, 2013",2013,10,1500 E 61ST ST,Front yard - RACCOON - WOUNDED/BREATHING LABORED
Injured Animal,13-01553337,"Oct 17, 2013",2013,10,9400 S FOREST AVE,Front yard - raccoon - injured/wont move
Injured Animal,13-01555860,"Oct 17, 2013",2013,10,700 E 40TH ST,Other - raccoon - alive but not moving in cllrs city cart in the alley - N/A
Injured Animal,13-01558318,"Oct 18, 2013",2013,10,9800 S COTTAGE GROVE AVE,between 98th street and 98th pl on the sidewalk - Sidewalk - raccoon - unknown
Injured Animal,13-01558731,"Oct 18, 2013",2013,10,9600 S COTTAGE GROVE AVE,Sidewalk - raccoon - broken leg
Injured Animal,13-01559242,"Oct 18, 2013",2013,10,9300 S LONGWOOD DR,Street - raccoon - injured/hit by a car
Injured Animal,13-01560290,"Oct 18, 2013",2013,10,7300 S SOUTH SHORE DR,"Other, driveway - raccoon or opossum - caller states there is a racoon or opossum under the hood of 1994 chevy suburban car parked in the driveway by the battery..  please call before coming at "
Injured Animal,13-01565734,"Oct 19, 2013",2013,10,1900 W CULLOM AVE,Other - RACCOON - OPEN  BACK PORCH - 2ND FL. LANDING -- LOOKS INJURED .. UNABLE TO MOVE
Injured Animal,13-01567038,"Oct 20, 2013",2013,10,2100 W MORSE AVE,Other - raccoon - at the front poch -- unable to move .. there since yesterday - pls pick -- at the front walkway
Injured Animal,13-01567530,"Oct 20, 2013",2013,10,6600 N RICHMOND ST,UNDER THE DECK Back yard - RACCOON - UNKNOWN
Injured Animal,13-01591265,"Oct 23, 2013",2013,10,3000 E 130TH ST," NEAR THE TENNIS COURT OF MANN PARK ON 132ND ST. INJURED - RACCOON - MOVING VERY SLOWLY IS INJURED, WALKING EAST ON 132ND ST. SOUTH SIDE OF STREET,"
Injured Animal,13-01602775,"Oct 25, 2013",2013,10,12900 S AVENUE O ,RACCOON - SOUTH END OF PARK NEAR OFFICE AREA-RACOON IS UNDER AN ORANGE RUBBER GARBAGE CAN-ANIMAL IS INJURED-LISTLESS-HAS BEEN THERE FOR 2DAYS - Other
Injured Animal,13-01606674,"Oct 26, 2013",2013,10,7300 S RHODES AVE,"Home - 2 CATS, HERBIE AND CHOCOLATE - GASHES BEHIND EARS. CATS WERE FIGHTING WITH RACCOONS - PRESS HARD ON DOORBELL "
Injured Animal,13-01607260,"Oct 26, 2013",2013,10,4100 S DREXEL BLVD,INSIDE A GATED COMMUNITY-ELECTRIC GATE - BABY RACCOONS - 3 BABY RACCOONS STUCK INSIDE DUMPSTER
Injured Animal,13-01607368,"Oct 26, 2013",2013,10,10400 S HALE AVE,Other - raccoon - alive but not moving inside dumpster in the alley - N/A - 
Injured Animal,13-01625300,"Oct 30, 2013",2013,10,11000 S LONGWOOD DR,"at front entrance to school - Other - raccoon - possible broken leg, dragging back legs"
Injured Animal,13-01625414,"Oct 30, 2013",2013,10,11000 S LONGWOOD DR,at parking lot area green awning at the walkway - Other - raccoon - unknown
Injured Animal,13-01638113,"Oct 31, 2013",2013,10,1000 N CENTRAL PARK AVE,CAT - Front yard - RACCOON ATE SKIN - 
Injured Animal,13-01645948,"Nov 02, 2013",2013,11,6600 N SACRAMENTO AVE,raccoon - Sidewalk - hit by a car - the raccoon is by the median in front of 
Injured Animal,13-01646720,"Nov 03, 2013",2013,11,0 W 68TH ST,Alley - RACCOON - BABY RACCOON STUCK IN A BLACK GARBAGE - BABY RACCOON STUCK IN A BLACK GARBAGE CART LID IS OPEN CAN'T GET OUT MOTHER NO WHERE TO BE SEEN ACROSS THE ALLEY FROM THIS ADDRESS
Injured Animal,13-01647029,"Nov 03, 2013",2013,11,1700 N TALMAN AVE,Back yard - raccoon - looks disorented..sick
Injured Animal,13-01647836,"Nov 03, 2013",2013,11,6600 N SACRAMENTO AVE,Alley - raccoon - sick - N/A
Injured Animal,13-01647959,"Nov 03, 2013",2013,11,6600 N SACRAMENTO AVE,Sidewalk - raccoon - broken leg
Injured Animal,13-01652497,"Nov 04, 2013",2013,11,10700 S RHODES AVE,Front yard - RACCOON - APPEARS TO BE SICK
Injured Animal,13-01671702,"Nov 07, 2013",2013,11,0 E 125TH PL,Alley - opossum or raccoon - animal stuck in the garbage cart in the alley..
Injured Animal,13-01686179,"Nov 10, 2013",2013,11,7900 S GREENWOOD AVE,"Back yard - RACCOON - FELL FROM ROOF, CANT MOVE - N/A - PROPERTY IS VACANT/ABANDON"
Injured Animal,13-01703527,"Nov 13, 2013",2013,11,1900 S SPAULDING AVE,Other - cat - bit by a raccoon - LYING ON 3RD FL BACK PORCH - (
Injured Animal,13-01706917,"Nov 14, 2013",2013,11,11300 S HERMOSA AVE,Back yard - RACCOON - RACCOON WAS ATTACKED BY DOGS-AT CALLERS BACK YARD
Injured Animal,13-01713728,"Nov 15, 2013",2013,11,11400 S HERMOSA AVE,Sidewalk - RACCOON - LOOKS SICK
Injured Animal,13-01721612,"Nov 17, 2013",2013,11,7400 W ROSEDALE AVE,Raccoon - Street - Street - raccoon - look sick
Injured Animal,13-01725330,"Nov 18, 2013",2013,11,13200 S GREEN BAY AVE,Back yard - raccoon
Injured Animal,13-01730610,"Nov 18, 2013",2013,11,3000 W 83RD ST,Back yard - can't move -  - raccoon
Injured Animal,13-01731004,"Nov 18, 2013",2013,11,3600 W IRVING PARK RD,MOTHER RACCOON - Curb line - HIT BY VEHICLE -  IT'S  A STATE PARK TOO.
Injured Animal,13-01731041,"Nov 18, 2013",2013,11,4000 W IRVING PARK RD,"east bound side of street,  near the entrance to Independence Park Field HOuse, 3834 W. Irving Park , - Street - Curb line - raccoon - hit by a car, bleeding from mouth - "
Injured Animal,13-01734570,"Nov 19, 2013",2013,11,13200 S GREEN BAY AVE,Back yard - raccoon - can't walk looks sick
Injured Animal,13-01754344,"Nov 22, 2013",2013,11,4700 N KILPATRICK AVE,Raccoon - Front Yard
Injured Animal,13-01767593,"Nov 25, 2013",2013,11,10700 S LONGWOOD DR,Sidewalk - raccoon - raccoon is laying on the sidewalk looks hurt
Injured Animal,13-01768434,"Nov 25, 2013",2013,11,10700 S LONGWOOD DR,Parkway - RACCOON - RACCOON NOT ABLE TO GET UP ON BACK -
Injured Animal,13-01768951,"Nov 25, 2013",2013,11,10700 S LONGWOOD DR,Street - RACCOON - SIDEWALK - Sidewalk - LAYING AROUND AND BARELY MOVING
Injured Animal,13-01788873,"Nov 30, 2013",2013,11,5200 S RIDGEWAY AVE,Back yard - raccoon - unknown - dying - N/A
Injured Animal,13-01791592,"Dec 02, 2013",2013,12,11700 S WENTWORTH AVE,"Home - MED SIZE, WHITE, 6 MONTH OLD DOG - DOG APPEARS TO BE SICK AFTER KILLING A RACCOON IN THE BACKYARD 2 DAYS AGO. - CALLER IS CONCERNED DOG MAY HAVE RABIES."
Injured Animal,13-01796323,"Dec 02, 2013",2013,12,8300 S CALUMET AVE,Street - raccoon - hit by car
Injured Animal,13-01796324,"Dec 02, 2013",2013,12,8300 S CALUMET AVE,Street - raccoon - hit by car
Injured Animal,13-01796347,"Dec 02, 2013",2013,12,8300 S CALUMET AVE,Street - raccoon - sick close to 84th
Injured Animal,13-01807768,"Dec 04, 2013",2013,12,10800 S CHURCH ST,Alley - RACCOON - RACCOON IS INSIDE 1ST BLACK CART IN ALLEY-UNDER THE CART
Injured Animal,13-01812800,"Dec 05, 2013",2013,12,5000 S HOMAN AVE,Back yard - RACCOON - JUST SITTING AND NOT MOVING MUCH - BUSINESS IS OPEN TILL 6:00 PM
Injured Animal,13-01827697,"Dec 09, 2013",2013,12,10800 S BELL AVE,Back yard - RACCOON - RACCOON IS LYING IN THE YARD AND BARELY MOVING
Injured Animal,13-01882466,"Dec 21, 2013",2013,12,3800 W 76TH ST,Back yard - RACCOON - UNDER A BLUE BUCKET AT DRIVEWAY - Front yard
Injured Animal,13-01883978,"Dec 22, 2013",2013,12,5400 S MICHIGAN AVE,Back yard - RACCOON - LEG BROKEN
Injured Animal,13-01893480,"Dec 25, 2013",2013,12,10700 S CHRISTIANA AVE,Home - cat - attacked by  raccoon
Injured Animal,13-01899805,"Dec 27, 2013",2013,12,13100 S ESCANABA AVE,Other - RACCOON - RACCOON HAS A BROKEN LEG BY THE SWIMMING POOL STAIRS INSIDE MANN PARK
Nuisance Animals,11-00288392,"Feb 18, 2011",2011,2,7100 N OLCOTT AVE,"OPOSSUMS, RACCOONS, SKUNKS - Other - HOMEOWNER IS PUTTING FOOD OUT FOR ANIMALS CAUSING A RODENT PROBLEM"
Nuisance Animals,11-01431633,"May 05, 2011",2011,5,5400 N WAYNE AVE,"RACCOON - Other - CALLER STATES THE NEIGHBOR HERE HAS A RACCOON IN THE ATTIC, AND THEY BOARDED THE AREA IN WHERE THE RACCOON GOT IN, AND NOW THE RACCOON IS CAUSING A NUISANCE FOR THE NEIGHBORS..CALLER STATES EVERY NIGHT THE RACCOON IS CLAWING AND SCRATCHING TRYING TO GET OUT."
Nuisance Animals,11-01633414,"May 11, 2011",2011,5,2300 W MONROE ST,per caller   on staff with ald fioretti's office   concern is many raccoons living in this abandoned vacant 2 flat    anything the city can do  ?? - raccoons - Other - abandoned property with a raccoon problem   also someone at ( a littlle kid) was bitten)
Nuisance Animals,11-01906568,"May 19, 2011",2011,5,4800 W SCHUBERT AVE,"PIDGEONS, OPOSSUMS, RACCOONS - Other - HOMEOWNER AT 4843  W SCHUBERT FEEDS PIDGEONS OPOSSUMS, AND RACCOON"
Nuisance Animals,11-02582745,"Jun 06, 2011",2011,6,2700 S KEELER AVE,Raccoons - Other - There are three raccoons living in the backyard and tree. They have dug holes around the foundation of the house. They are also living next door at 
Nuisance Animals,11-02613497,"Jun 07, 2011",2011,6,3400 W 84TH ST,other - Other - raccoons are living in house
Nuisance Animals,11-02827450,"Jun 12, 2011",2011,6,4300 S FORRESTVILLE AVE,Feeding raccoon in their yard - raccoon
Nuisance Animals,11-02883870,"Jun 13, 2011",2011,6,6700 N GLENWOOD AVE,RACCOON - Other - IN THE ARE HAS CAUSED DAMGAE TO SCREEN ON WINDOWS...NUISANCE
Nuisance Animals,11-03223078,"Jun 22, 2011",2011,6,4000 W ADAMS ST,raccoons - abandoned building raccoons living inside
Nuisance Animals,11-03223092,"Jun 22, 2011",2011,6,4000 W ADAMS ST,raccoons - homeowner seeing raccoons around property at different times
Nuisance Animals,11-03223102,"Jun 22, 2011",2011,6,700 N LARAMIE AVE,raccoons - homeowner reporting lots of raccoons around property
Nuisance Animals,11-03252567,"Jun 27, 2011",2011,6,6800 S LAFAYETTE AVE,raccoons and cats - Other - there is an abandon house that has cats a raccoons going in and out through the back window
Nuisance Animals,11-03266387,"Jun 29, 2011",2011,6,6600 S CAMPBELL AVE,raccoons;3-4 inn attic - Other - 3-4 racoons - this family of racoons is living in the attic of this home.  attic is accessible.
Nuisance Animals,11-03274268,"Jun 29, 2011",2011,6,9800 S ABERDEEN ST,"other - Non Pet Animals Owned (goats, chickens, pigs, etc) - 20 raccoons --  in abnd garage"
Nuisance Animals,11-03294207,"Jul 03, 2011",2011,7,7500 N SHERIDAN RD,RACOON - Other - THERE IS A RACCOON IN THE COURTWAY
Nuisance Animals,11-03308925,"Jul 06, 2011",2011,7,10000 S DR MARTIN LUTHER KING JR DR,raccoons in abandoned building - aldermans office calling in
Nuisance Animals,11-03316406,"Jul 07, 2011",2011,7,8200 S FRANCISCO AVE,other - Other - raccoon
Nuisance Animals,11-03369917,"Jul 13, 2011",2011,7,1100 W 71ST ST,raccoons - Other - abandoned bungalow littered with raccoons   day and night both inside and outside the premises
Nuisance Animals,11-03429383,"Jul 21, 2011",2011,7,4600 N MENARD AVE,raccoon - raccoons at elementary school
Nuisance Animals,11-03440018,"Jul 22, 2011",2011,7,8100 S DREXEL AVE,"cats, raccoon, opossum  Feeding stray cats in their yard - opens cans of cat food a leaves it in the backyard .....and leaves the basement door open so they can go in there ..now there are raccoons and opossums in the basement"
Nuisance Animals,11-03499143,"Jul 31, 2011",2011,7,6900 S CALUMET AVE,RACCOONS AND CATS LIVING IN VACANT PROPERTY - Other - RACCOONS SWIMMING IN POOL AND CATS STAYING IN ABANDON BLG
Nuisance Animals,11-03499144,"Jul 31, 2011",2011,7,6900 S CALUMET AVE,RACCOONS AND CATS LIVING IN VACANT PROPERTY - Other - RACCOONS SWIMMING IN POOL AND CATS STAYING IN ABANDON BLG
Nuisance Animals,11-03521458,"Aug 03, 2011",2011,8,4100 N LEAMINGTON AVE,"raccoon infestation in abandoned building - raccoons - Non Pet Animals Owned (goats, chickens, pigs, etc)"
Nuisance Animals,11-03522184,"Aug 03, 2011",2011,8,6600 S KENWOOD AVE,"squirrel, cats, and raccoon - Feeding stray cats in their yard - the owner has a bowl in her backyard feeding stray and wildlife animals"
Nuisance Animals,11-03547174,"Aug 07, 2011",2011,8,8500 S ESCANABA AVE,raccoons - Other - numerous raccoons running in and ouit of this vacant 2 flat
Nuisance Animals,11-03570816,"Aug 10, 2011",2011,8,6800 S INDIANA AVE,two large raccoon living in tree - Other - theire behind the house of this address
Nuisance Animals,11-03590581,"Aug 14, 2011",2011,8,12600 S EGGLESTON AVE,RACOONS - Other - 2 raccoons  in vacant  house
Nuisance Animals,11-03666702,"Aug 25, 2011",2011,8,10200 S PRINCETON AVE,4 raccoons seen coming from this abandon building. raccoons are nesting inside this property. 1 raccoon came over to cllrs house last night and hissed right at her. also a raccoon bit through cllrs hose. - Too many animals being kept - raccoons are terrorizing neighbors in area
Nuisance Animals,11-03672820,"Aug 26, 2011",2011,8,8000 S MAPLEWOOD AVE,raccoons in garage- living and breeding in vacant garage - other - Other - raccoons - raccoons are living and breeding in garage
Nuisance Animals,11-03717499,"Sep 02, 2011",2011,9,5500 N FOREST GLEN AVE,raccoons - Other - there is a house that is vacant and animals are going in and out of the house ..there are so many you can see them through the windows
Nuisance Animals,11-03798368,"Sep 16, 2011",2011,9,3500 W 72ND PL,abandoned- - other - Other - raccoons in building living
Nuisance Animals,11-03800330,"Sep 16, 2011",2011,9,3600 W 79TH PL,"Feeding stray cats in their yard - FEEDING CATS AND RACCOONS, AND PERSON HAS ABOUT 15 CATS AND 2 RACCOONS."
Nuisance Animals,11-03850633,"Sep 26, 2011",2011,9,4500 S PRAIRIE AVE,raccoons - Other - wants to alert a/c to the fact there are a lot of raccoons in the area..is aware that a/c does not trap them outside
Nuisance Animals,11-03920707,"Oct 07, 2011",2011,10,5400 S KENNETH AVE,raccoon s in abnd bldg - Other
Nuisance Animals,11-03926154,"Oct 10, 2011",2011,10,4400 S GREENWOOD AVE,raccoons - Other - the vacant house next door is infested with raccoons
Nuisance Animals,11-04039601,"Oct 30, 2011",2011,10,8100 S INGLESIDE AVE,raccoon - Other - there is a raccoon that was chasing the kids on the block
Nuisance Animals,11-04090603,"Nov 08, 2011",2011,11,2000 W BIRCHWOOD AVE,"Other - caller reports that the neighbor across the alley from continues to feed all of the animals (skunks,raccoons and opossums)caller says that she fills up two large bowls full of cat food underneath a table - caller is feeding wild animals

note:caller would like to remain anonymous"
Nuisance Animals,11-04155057,"Nov 21, 2011",2011,11,7900 S SOUTH SHORE DR,"other - other/coyotes,oppossums - Non Pet Animals Owned (goats, chickens, pigs, etc) - other/coyotes,oppossums raccoons - roaming around and through rainbow beach"
Nuisance Animals,11-04274964,"Dec 19, 2011",2011,12,4400 N CHRISTIANA AVE,"OTHER - Feeding stray cats in their yard - CALLER SAID THAT THIS NEIGHBOR IS LEAVING FOOD FOR THE CATS ON THE FRONT PORCH WHICH IS DRAWING OPOSSUMS, RACCOONS, AND OTHER RODENTS"
Nuisance Animals,11-04289069,"Dec 22, 2011",2011,12,8200 S RICHMOND ST,raccoon - Other - raccoons living in garage
Nuisance Animals,12-00036030,"Jan 09, 2012",2012,1,500 W 18TH ST,RACCOON - Other - SLEEPING ON THE LEDGE IN THE HALLWAY - CALLER IS UNABLE TO GET OUT OF BUILDING
Nuisance Animals,12-00038795,"Jan 09, 2012",2012,1,900 N LOCKWOOD AVE,raccoons and squirrels - Other - recently had roof repaired from damages from animals
Nuisance Animals,12-00052540,"Jan 11, 2012",2012,1,9300 S RHODES AVE,raccoons - Other - there is a large number of raccoons in this area around the railroad
Nuisance Animals,12-00071273,"Jan 17, 2012",2012,1,8000 S WHIPPLE ST, - raccoon - Other - raccoons are running rampant in neighborhood
Nuisance Animals,12-00077276,"Jan 18, 2012",2012,1,8000 S COLES AVE,Resident says raccoons and possums everywhere she's afraid - Other
Nuisance Animals,12-00132505,"Jan 30, 2012",2012,1,5500 N FOREST GLEN AVE,raccoons - Other - vacant home. animals going in thru the chimney of residence.
Nuisance Animals,12-00139025,"Jan 31, 2012",2012,1,2600 N SAYRE AVE,Feeding stray cats in their yard - cats & raccoons - leaving food on front porch for cats but raccoons have been seen on/around property eating/trying to get to food
Nuisance Animals,12-00178078,"Feb 09, 2012",2012,2,9400 S RACINE AVE,"cats - Feeding stray cats in their yard - THE LADY AT THIS ADDRESS FEEDING ALL THE CATS IN THE NEIGHBORHOOD AND THE CALLER LIVES NEXT DOOR . IT'S CAUSING OPOSSUM,  RACCOONS AND ALL TYPES OF WILDLIFE. THE CAT URINE SMELLS IS SO STRONG ."
Nuisance Animals,12-00179088,"Feb 09, 2012",2012,2,3700 N NORMANDY AVE,"cats , raccoons - Feeding stray cats in their yard - neighbor is feeding cat and wildlife. Theirs a lot of feces in the yard. also food is landing in callers yard drawing wildlife to her side of the yard."
Nuisance Animals,12-00592378,"Mar 09, 2012",2012,3,9300 S LOOMIS ST,4 RACOONS - Other - 4 RACCOONS LIVING IN CALLERS ATTIC...
Nuisance Animals,12-00604816,"Mar 13, 2012",2012,3,8600 S HERMITAGE AVE,raccooms - Other - raccoons and possums running around
Nuisance Animals,12-00625300,"Mar 16, 2012",2012,3,2200 W 80TH PL,raccoon - Other - stuck in the roof or attic
Nuisance Animals,12-00736271,"Apr 09, 2012",2012,4,1600 N MCVICKER AVE,raccoons - Other - caller wants to let a/c know there is a major raccoon and opossum  problem in this area..there are out every night
Nuisance Animals,12-00743723,"Apr 10, 2012",2012,4,11900 S EGGLESTON AVE,"racoon - Non Pet Animals Owned (goats, chickens, pigs, etc) - raccoon is their house"
Nuisance Animals,12-00772168,"Apr 16, 2012",2012,4,5400 N NEWCASTLE AVE,racc - raccoons - Other - unoccupied ll -- prop and raccoons all ovr
Nuisance Animals,12-00781370,"Apr 18, 2012",2012,4,8500 S DREXEL AVE,"10 stray cats - Feeding stray cats in their yard - the caller/neighbor is very concerned that owner of this property is feeding stray cats/inside her backyard - feeds them at about 6:30-7pm daily causing major wildlife problem - including stray cats, raccoons, opossums, etc.. would like ACC to enforce ord."
